ccode,dem_rank14,dem_score14,lifeex_f,lifeex_m,unmort_f,unmort_m,literacy,oil,pop_0_14,pop_15_64,pop_65_older,ungr9095,fertility,untfr95,govregrel,gri_08r,gfi2008,gfi_08r,msri2008,msri_08r,spendeduc,ciaedex,spendhealth,spendmil,unexp_rd,hdi,hdi05,hdi_rank_change,pop_age,sexratio,unsexr10,unsexr90,pop_total,unpop30,unpop90,pop_urban,urban03,urban06,unemrt08,unemrt91,unin_inc,gender_unequal,gender_unequal_rank,arda,lifeex_total,debt,confidence,dem_other,democ11,durable,effectiveness,dnpp_3,fhrate04_rev,fhrate08_rev,frac_eth,free_business,free_corrupt,free_finance,free_fiscal,free_govspend,free_invest,free_labor,free_monetary,free_property,free_trade,free_overall,gdp08,gdp_10_thou,gdppcap08,gdppcap08_3,gini04,gini04_4,gini08,gini10,indy,polity,rich_democ,unions,unnetgro,unnetuse,unpovnpl,unremitp,unremitt,votevap00s,votevap90s,women05,women09,women13,ipu_wom13_all,womyear,dem_economist,democyes,vdem_ldi_rank,vdem_ldi,vdem_edi,vdem_liberal_comp,vdem_equality_comp,vdem_partic_comp,vdem_delib_comp,coup_attempts,coups,frac_lang,frac_relig,educ_f_avgyrs,educ_m_avgyrs,educ_f_none,educ_m_none,democ_bin_bmr,rights_assn,rights_dommov,rights_formov,rights_injud,rights_relfree,rights_speech,rights_wecon,rights_wopol,rights_worker,dpi_cemo,dpi_pr,dpi_system,global_social,unco2_06,carbon_footprint,eco_footprint,liberty_index_eiu,envir_treaty,govt_help_cap,human_flight,rights_law_index,refugees_impact,democ_fh_polity,laws_protect_prop,bribe_judge,bribe_police,pol_terror_scale_ai,pol_terror_scale_hrw,indep_judiciary,const_age,govt_quality,media_access_cand,media_access_parties,press_freedom_fh,legal_quality,legal_origin,election_violence_pre,election_violence_post,ocean_health,election_integrity,gas_production,oil_production,press_freedom_rsf,corrupt_perception,conflict_internal,conflict_internat,human_develop,terror_index_voh,violence_cost,conflict_index,militarization,soldiers_percent,soldiers_total,energy_renew_percent,business_starts,debt_wdi,spendmil_wdi,immigrants_percent,migration_net,infant_mortality,refugees_in,refugees_from,self_employed,unemployed,hiv_percent,econ_compete,schools_internet,judicial_indep_wef,organized_crime,educ_quality,happiness,rights_treaties,icc_treaty_ratified,trade_percent_gdp,peace_index_rank,peace_index_score,internet_freedom,imprisonment_rate,homicide_rate,autoc,ciagdpag,ciagdpin,ciagdpsv,ciainfla,ciaingro,ciapop,ciapopgr,ciaunemp,decentralization,enpp_3,old06,old2003,pop03,pop08,poverty,unfempf,ungdp,ungdpcap,ungdpppp,unineduc,unjourn,unlit,unmobcov,unnewsp,unnoncom,unsathlt,unsati,unsatif,unsatjob,unsatliv,unseced,yng2003,young06,regionun,country,cabrv,dem_level4,i_gvtreg,i_gvtfav,i_socreg,religion,colony,decent08,dem_other5,democ,democ_regime,democ_regime08,district_size3,enpp3_democ,enpp3_democ08,eu,frac_eth2,frac_eth3,free_overall_4,gdp_cap2,gdp_cap3,gdpcap2_08,gdpcap3_08,gdpcap08_2,gender_equal3,hi_gdp,muslim,natcode,oecd,pmat12_3,pr_sys,protact3,regime_type3,vi_rel3,womyear2,death_penalty_status,internet_status,civil_war,democ08,pop08_3,popcat3,region,typerel,unname
388,43,7.39,75.19,71.79,130,220,,0,30.1,62.3,7.6,.8,2.17,2.8,0,0,0,0,0,0,6.2,5.8,2.4,.6,.1,.688,.676,-6,26.3,105.1,105.1,103.5,2.7,2.9,2.4,52,57.5672,53.42,60.7,60.7,.442,.638,84,116,73.45,123.2,,87.5,9,41,44.917,1,5.5,9,.413,87,31,60,74.8,61.8,85,70,68.4,45,72.2,65.5,20.7,.301,7705,2,37.9,2,45.5,45.5,1962,9,1,,1856,57.3,18.7,811,14.9,49.56,46.72,11.7,13.3,12.7,12.7,1944,1,100,36,.677,.818,.806,.721,.61,.821,0,0,.11,.616,9.957,9.39,5.158,5.265,1,2,2,2,1,2,2,1,2,1,0,0,2,44.457,4.5,1.09,1.89,9.12,79,6.8,7.5,5.1,3.3,8.5,4.976,.061,.137,3,3,0,1,.5,0,0,,.592,1,0,0,57.19,,0,0,9.88,38,,,.7174,0,18,1.201,1.804,.219,2830,.791,1,,.901,1.113,-97000,14.4,21,1503,40.6,15,1.8,3.856668,4.137,4.431,3.147,3.698,5.709,9,0,78.38,92,2.072,,138,39.3,0,5.7,29.7,64.6,13,-2,2868380,.733,12.9,,1,7.567332,6.879741,2642628,2.7,16.5,1.11,14.6,5438,20.7,.619,0,85.9,101,,605,88,6.7,,82,50,42.1,29.65732,30.73969,6,77,76,4,4,4,4,7,9,,5,2,2,2,3,1,1,2,2,3,3,1,3,1,3,1,,1,1,72,1,,1,,2,,1,4,,3,1,2,2,6,8,77
392,20,8.08,85.72,78.96,43,87,99,132700,13.1,64,22.9,.4,1.21,1.5,0,0,0,0,6,6,3.4,3.5,6.5,.9,3.4,.884,.873,1,44.7,105.5,105.5,105,127,117.4,123.2,66.8,79.2402,66,54.2,61.3,,.273,12,117,82.25,225.8,37.034,58.3,10,48,71.868,3,6.5,11,.012,84.5,73,50,67.2,61.1,60,82.4,88.8,80,82.4,72.9,4400,3.141,34099,3,24.9,1,24.9,24.9,,10,1,18.6,152,75.2,,15,0,66.62,61.46,7.1,11.3,7.9,7.9,1945,1,100,34,.683,.789,.86,.923,.582,.945,0,0,.018,.541,11.345,11.685,.146,.096,1,2,2,2,2,1,2,1,2,1,0,1,2,68.309,10.1,3.69,5.02,9.41,119,3.6,2.3,3.3,3.4,10,7.64,0,0,2,1,1,0,.861,1,1,,.825,4,0,0,67.27,8.458,30.149,232354.3,25.17,74,,,.8901,.09,2.8,1.403,1.425,.396,259800,2.893,.15,195.993,.991,1.699,350000,2.1,2584,157,11.5,4,.1,5.39782,5.16,5.962,5.242,4.097,5.959,10,1,35.59,10,1.408,78,45,.3,0,1.1,23,75.9,-.7,15.5,126475664,-.278,5.1,,3,20.23181,18.55218,1.28e+08,127.7,15.7,.98,4910.8,38455,4358.5,,0,,100,551,284,68,6.8,7,73,64,71.9,14.20272,13.93366,2,78,78,2,4,4,3,6,10,1,4,2,2,2,1,3,3,2,2,2,1,1,1,1,1,1,3,1,1,73,2,3,1,3,2,2,2,4,3,3,1,3,1,2,7,78
400,121,3.76,81.45,78.73,116,179,89.9,0,35.3,59.9,4.8,5.6,3.39,5.1,9.444,9,9.333,9,3.333,3,4.9,,5.4,5.9,.3,.681,.652,2,22.8,104.4,104.4,106.7,6.5,8.6,3.3,78.5,79.0822,82.62,35.7,35.7,.45,.616,76,119,80.05,61.4,73.629,10.5,2,11,55.083,,3.5,4,.593,65.6,51,60,83,55.1,65,74.2,73.2,55,78.8,66.1,31.2,.18,5283,2,36.4,2,38.8,37.7,1946,-3,0,,1187,27,14.2,642,17.9,,30.63,,,,12,1974,0,0,121,.235,.267,.653,.455,.312,.614,2,0,.04,.066,8.584,9.798,15.436,5.319,0,0,0,2,1,0,0,0,2,0,0,,0,55.85,3.6,1.09,2.1,3.53,70,6.6,3.9,7.3,8.3,3,6.317,.438,.173,3,3,1,1,.528,0,1,3.455,.547,2,1,1,61.83,6,.99,1095.6,38.47,45,0,1,.7475,1.96,9.5,1.679,2.005,6.726,115500,1.909,.99,66.824,3.56,49.173,229617,16.3,2712888,1632,15.9,12.6,0,4.197408,4.974,4.434,6.333,4.605,5.172,9,1,91.06,95,2.087,49,150,2,5,3.4,30.3,66.2,4.4,2.7,6508271,.984,13.4,,,3.29867,3.173193,5307895,5.9,14.2,,21.2,3596,32.3,.508,0,92.2,99,,711,89,5.7,5.8,80,72,54.2,37.43749,36.74519,2,79,77,1,1,1,2,3,9,2,1,1,1,1,2,,,2,1,3,3,2,3,2,3,2,,2,2,74,1,3,1,2,1,3,2,4,2,3,2,1,2,4,3,79
398,137,3.17,74.08,63.24,186,432,99.5,1540000,21.6,71,7.4,-.7,1.87,2.6,7.778,8,1.2,1,2.333,2,2.8,2.8,2.5,1.2,.2,.714,.696,-1,29.4,105.2,105.2,103.6,15.8,17.2,16.5,58.5,55.8959,57.56,62.7,62.7,.525,.575,67,120,68.51,16.2,,63,0,9,27.66,2,2.5,3,.617,73.5,22,50,87.9,82.1,30,83.1,65.6,30,85.9,61,177.4,.166,11315,2,31.3,1,33.9,30.9,1991,-6,0,,1582,10.9,15.4,12,.1,,43.47,,,,24.3,1924,0,0,146,.131,.259,.329,.544,.241,.276,0,0,.662,.59,11.326,11.538,.034,.039,0,0,1,1,0,0,1,1,2,1,0,1,0,43.29,12.6,4.59,5.55,4.41,44,5.9,3.9,7.2,3.8,2.25,6.106,.287,.536,3,3,0,1,.444,1,0,1.234,.399,,0,1,,4,264.212,7.83e+07,55.08,26,,,.785,2.55,8.4,1.604,1.765,.766,70500,.878,1.71,,1.1,18.868,159807,14.6,584,2136,30.6,5.2,.2,4.406396,4.675,3.387,5.153,3.431,5.835,13,0,61.8,72,1.992,37,202,7.8,6,5.4,42.8,51.8,7.8,7.3,15522373,.4,5.5,1.85,2,8.590152,8.06402,1.49e+07,15.7,8.2,.93,133.4,8513,177.4,.753,1,99.7,94,,1145,68,6.1,6.1,82,51,82.1,24.5069,22.55398,2,80,79,1,1,2,2,5,7,,4,1,1,1,3,,,2,1,1,3,2,3,1,1,1,,2,1,75,1,,1,,1,,1,2,1,3,1,1,2,3,3,80
404,97,5.13,60.07,58.91,364,382,85.1,0,42.2,55.1,2.7,3.2,4.19,5.6,0,0,4.933,5,3,3,7,7,2,1.9,,.47,.443,-1,18.4,101.5,101.5,101.5,40.9,63.2,23.4,22.2,36.3054,21,73,73.4,.252,.738,117,121,59.48,50.9,,40.8,8,3,26.478,2,5,7,.859,63.4,21,50,78.1,83.1,45,63.7,72.7,30,67.9,57.5,61.3,.039,1590,1,44.5,3,42.5,47.7,1963,8,0,16.9,3260,8.7,46.6,44,5.6,,53.7,7.1,9.8,9.8,9.8,1919,0,100,88,.382,.535,.661,.5,.527,.71,1,0,.886,.777,5.843,7.208,25.083,27.852,1,0,1,0,0,0,1,0,2,1,0,0,0,25.144,.3,.2,1.03,5.29,77,7.9,7.8,6.8,8.2,7.25,4.983,.563,.774,4,4,0,1,.361,0,1,4.506,.423,1,,,66.62,4.429,0,0,27.8,27,0,1,.5443,6.3,7.5,2.547,1.724,.171,29100,8.499,1.8,,1.567,2.028,-50000,38,534938,8589,,9.1,6.2,3.84514,3.976,3.971,4.145,4.203,3.795,8,1,37.93,125,2.336,71,114,6.4,0,22,16,62,4.2,4,41070934,2.462,40,.95,2,2.793223,2.67311,3.19e+07,38.5,50,,30.4,783,60.1,.369,0,86.5,83,,729,70,3.7,3.6,57,25,15.5,42.11076,42.76694,1,81,80,3,4,3,2,7,9,,3,2,2,2,3,2,2,2,1,1,4,2,2,2,2,2,,2,1,76,1,,1,,3,,1,3,3,3,1,3,2,1,8,81
414,120,3.78,78.3,75.95,51,68,93.3,2494000,25.8,72.2,2,-4.3,2.64,3.2,7.222,7,8.667,9,3.667,4,3.8,3.8,1.7,3.2,.1,.771,.764,-2,30.6,102.7,102.7,103.3,3.1,4.3,2.1,98.4,96.2436,98.32,61.9,61.9,,.451,43,125,77.09,12.6,,10.5,0,8,50.355,,3.5,6,.66,65.8,43,50,99.9,76.6,55,88,66.4,50,82.5,67.7,137.4,1.519,39914,3,,,,,1961,-7,0,,601,36.7,,,,,20.65,,,,6.2,,0,0,112,.279,.315,.722,.641,.33,.679,0,0,.344,.674,6.81,5.943,10.323,5.32,0,1,0,2,1,1,0,0,1,0,0,0,0,79.402,31.2,6.89,8.13,3.53,60,3.3,3.4,6.9,3.7,2.42,6.678,,,2,2,1,1,.583,,,,.585,2,1,1,69.45,6.333,109.043,1.32e+08,28.28,43,0,1,.8158,.04,10,1.445,1.993,1.19,22600,0,,,3.344,68.558,517500,8.1,635,977,3.2,3.2,,4.558717,4.362,4.955,5.913,3.15,6.48,9,0,99.64,58,1.909,,147,.4,7,.3,48.1,51.6,3.8,2.1,2595628,1.986,2.2,,,1.863818,1.866523,2396417,3.4,,,148,54260,,,0,94.5,100,,454,89,6.6,,89,77,56.9,24.78884,24.18562,2,82,84,1,1,1,3,3,9,2,1,1,1,1,3,,,2,1,1,1,1,1,1,1,1,,1,2,77,1,,1,,1,,,4,,3,2,2,2,4,3,82
417,95,5.24,74.24,66.04,184,343,98.7,979.1,29.3,65.4,5.3,.9,2.63,3.6,2.222,2,.667,1,5.667,6,6.6,5.9,3.5,3.7,.3,.598,.572,0,25.1,104.8,104.8,102.9,5.6,6.5,4.4,34.6,34.38517,35.96,58.3,58,.357,.56,63,126,70.04,,,63,7,9,27.423,,2.5,5,.675,76.6,18,50,92.9,80.2,50,82.6,62.2,25,75.9,61.3,11.5,.032,2188,1,29,1,30.3,33.5,1991,7,0,,1576,16.1,43.1,234,24.4,,58.21,,,23.3,23.3,1918,0,0,94,.343,.507,.607,.665,.408,.874,0,0,.595,.447,11.011,11.155,1.384,.572,0,1,1,1,1,0,1,1,2,1,0,1,0,40.862,1.1,.95,1.91,5.29,27,7.3,6.1,7.3,5.5,5.92,4.728,.522,.606,3,3,1,0,,1,1,3.338,.247,,0,1,,,.211,49800,32.2,24,,,.6521,.25,7.2,2.033,1.878,.762,20400,29.515,1.08,,3.196,4.088,-113963,21.4,466,2311,43.3,8.3,.4,3.570637,3.273,2.19,4.105,2.746,5.402,13,0,110.79,111,2.216,65,166,9.1,0,24.6,25,50.4,4.8,6,5587443,1.427,18,1.24,,6.041368,6.13703,5052000,5.3,40,1.01,5.1,958,11.6,.611,0,99.3,24,1,1012,74,5,4.9,78,48,89.2,31.6775,30.8505,2,83,81,3,2,2,3,3,7,2,4,2,1,2,3,,,2,1,1,3,2,2,2,2,2,,2,2,78,1,,1,,1,,1,1,2,3,1,1,2,3,3,83
418,157,2.21,64.36,60.5,288,317,73,0,36.7,59.6,3.7,2.7,3.14,5.8,7.778,8,7.333,7,8,8,2.3,2.3,.8,.4,0,.497,.46,4,20.6,104.3,104.3,103.5,6.4,8.9,4.2,33.2,20.6786,21,77.7,80.2,.345,.65,88,127,62.39,,,58.3,0,25,27.66,,1.5,1,.514,59.4,20,20,80.1,90.3,25,58.9,73.5,15,68.4,51.1,13.2,.03,2134,1,37,2,34.6,32.6,1949,-7,0,,8691,8.5,33.5,0,0,,,,,,,1958,0,0,154,.107,.098,.382,.508,.195,.201,8,3,.638,.545,3.827,5.341,44.467,24.288,0,0,1,1,1,0,0,1,2,0,0,0,1,24.353,.2,.09,1.22,1.18,43,5.8,7.1,8,5.9,1.17,5.851,,,2,2,0,0,,,,,.197,3,0,0,,,0,0,67.99,26,,,.5699,.08,6.7,1.403,1.676,3.916,129100,,.1,,.217,.302,-117700,53.7,0,7745,84.4,1.3,.3,4.081424,3.882,4.056,4.701,3.964,4.876,9,0,68.45,45,1.008,,119,5.9,7,29.8,31.7,38.5,6,17.7,6477211,1.684,2.5,,,3.634823,3.499007,5659834,6.2,26,,5.5,893,13.2,.287,0,72.7,,3,828,89,6.2,6.3,91,80,,41.80173,40.46489,2,84,85,1,1,1,1,1,2,2,4,1,1,1,2,,,2,1,3,2,2,2,2,2,2,,2,1,79,1,,1,,1,,2,3,,3,2,1,2,2,7,84
428,39,7.48,78.07,67.56,115,311,99.7,0,13.5,69.5,16.9,-1.3,1.32,1.6,1.667,2,6.2,6,2.333,2,5,5,3.6,1.9,.6,.769,.763,-2,40,105.5,105.5,104.3,2.2,2,2.7,67.7,60.44502,67.88,57.6,57.6,.536,.316,22,128,72.68,46.2,39.22,63,8,9,62.411,3,6.5,11,.587,72.9,50,50,82.7,57.4,80,59.1,67,55,87.5,66.2,38.7,.36,17100,3,32.4,1,37.7,36.3,1991,8,1,,809,60.4,5.9,265,1.8,50.18,63.1,21,20,23,23,1918,1,100,28,.737,.838,.871,.843,.578,.881,0,0,.58,.556,10.47,10.459,.242,.189,1,1,2,2,1,2,1,1,2,1,0,1,2,71.4,3.3,1.66,6.29,9.12,83,4.3,4.1,3.3,3.2,8.67,6.505,.143,.246,2,1,1,1,.625,1,1,7.896,.657,,0,0,70.98,8.188,0,0,22.89,53,,,.8158,0,6,1.438,1.368,.509,5310,7.442,10.61,29.233,.938,15.972,-73442,7.4,160,233,11.6,11.9,.7,4.397827,5.676,3.911,5.743,3.679,5.07,12,1,115.43,32,1.067,,218,4.7,0,4.2,20.6,75.2,-1.2,-1.8,2204708,-.597,14.3,1.53,3,17.18875,15.5454,2321000,2.3,,1.03,33.8,14908,37.1,.778,0,99.8,99,154,710,63,5.4,5.4,79,33,97.9,15.1157,14.23811,4,85,93,4,2,3,2,2,7,,4,2,2,2,1,3,3,1,1,3,3,1,3,1,1,1,3,1,1,80,1,3,2,1,2,2,1,1,,3,1,2,2,3,5,85
422,98,5.12,76.62,73.48,131,191,87.4,0,23,68,9,3.2,1.77,3,3.056,3,6.933,7,10,10,2,1.8,3.9,3.9,,,,,29.2,104,104,103.3,4.3,4.9,3,87.2,90.621,86.72,45.9,43.8,,,,129,75.01,150.7,,10.5,8,0,36.879,3,2.5,5,.131,56.6,30,60,91.6,62.8,55,57,71.4,30,80.5,59.5,47.9,.389,11570,2,,,,,1943,7,0,,215,22.5,,1712,24.5,,60.24,,,,3.1,1952,0,0,103,.318,.547,.5,.622,.463,.833,2,0,.131,.789,,,,,0,1,1,1,0,1,1,0,1,0,1,0,1,65.443,3.8,2.52,3.84,5.59,81,5.6,5.7,6.8,8.6,6.08,4.018,.291,.379,3,3,1,1,.472,0,0,4.74,.476,2,,,55.97,,0,0,30.15,28,1,0,.7675,6.21,8.9,2.788,2.296,4.915,80000,1.486,,,4.029,17.481,1250000,7.6,1303874,3824,,6.2,.1,3.771019,3.391,2.313,4.812,5.162,4.983,8,0,120.97,148,2.782,55,128,2.2,1,5.1,15.9,79,3.7,2.1,4143101,.244,,,3,7.384591,5.893704,4497669,4.1,28,,29.3,6978,49.4,,0,89.6,100,54,715,80,4.7,4.9,69,58,,30.28202,28.20187,2,86,86,3,2,1,1,3,2,2,1,1,1,1,1,,,2,2,2,3,1,1,1,3,1,,1,2,81,1,,1,,1,,2,4,2,,2,2,2,4,3,86
426,60,6.66,51.76,51.51,633,758,84.8,0,33.5,61.1,5.4,1.5,2.94,4.7,0,0,1.167,1,0,0,12.4,12.4,3.6,1.6,.1,.427,.404,-1,19.8,101.4,101.4,101.3,2.1,2.4,1.6,26.9,30.3234,18.98,54.1,48.3,.234,.685,102,130,51.63,,,40.8,8,0,40.426,1,5.5,9,.255,62,32,40,52,30,25,66.1,70.3,40,63.5,48.1,3.2,.04,1588,1,63.2,4,63.2,52.5,1966,8,0,,1733,3.6,56.3,214,27,38.63,60.65,11.7,25,,26.7,1965,1,100,69,.493,.664,.706,.826,.485,.783,4,3,.254,.721,6.313,4.716,7.612,26.795,1,2,2,2,2,2,0,2,2,1,0,1,2,24.877,,.51,1.66,7.06,50,8.2,7.1,5.1,5.2,8.25,5.285,,,3,2,1,,,0,1,,.445,1,0,0,,7.3,0,0,28.36,49,,,.4939,.09,32.6,1.604,1.771,.23,2000,,1.55,,2.161,.315,-19998,71.9,30,15,,24.6,23.3,3.517297,2.989,3.49,4.547,3.633,4.898,13,1,127.5,90,2.066,,92,38,0,7.1,34.6,58.2,6.1,3,1924886,.332,45,,1,5.308074,5.131387,1792744,2,49,,1.6,791,3.2,.368,0,89.5,55,,581,,,,,,13.1,41.42424,38.23344,1,87,90,4,4,2,4,5,9,,3,1,2,1,3,1,,2,2,2,2,2,2,2,2,2,,2,1,82,1,,1,,2,,2,4,,3,1,2,2,1,6,87
430,101,4.95,58.6,55.44,328,353,57.5,0,44.3,52.7,2.9,-2.2,5.13,6.4,0,0,3.167,3,3.667,4,2.7,2.7,2.8,.6,,.3,.264,2,18.5,102.1,102.1,100.2,4.1,6.5,2.2,47.8,46.6968,58.78,65.9,65.7,.084,.766,131,131,57,,,40.8,7,3,10.875,,3.5,7,.908,52.8,24,20,67.8,82.3,20,51.3,65.4,25,53.8,46.2,1.5,.017,388,1,,,,52.6,1847,6,0,,3900,.5,,15,6.9,,,,,11,11,1946,0,0,71,.483,.642,.719,.634,.456,.842,4,1,.904,.488,2.562,5.825,69.934,41.261,1,2,2,1,1,2,1,2,2,1,0,0,0,21.85,.2,.14,1.21,5.59,76,8,6.9,6.3,9.1,6.92,4.654,.778,.759,2,2,0,1,.269,0,0,4.156,.426,1,0,1,49.79,,0,0,29.89,38,,,.4243,.08,9.5,1.494,1.884,.136,2050,,,.445,.785,2.433,-20000,56.9,53253,17576,81.7,3.7,1,3.453173,2.602,3.427,4.715,3.388,4.571,9,1,121.69,82,2.023,,44,3.2,1,76.9,5.4,17.7,11.2,,3786764,2.663,85,,,2.217487,2.755366,3373542,3.8,80,,.8,222,1.5,.225,0,58.1,,,931,70,3.4,3.4,47,46,12.8,44.13017,47.19851,1,88,87,3,4,2,3,7,9,,3,2,1,2,,,,2,1,1,2,2,2,2,2,2,,2,1,83,1,,1,,1,,2,3,,3,1,2,2,1,5,88
434,119,3.8,80.08,75.34,97,170,82.6,1790000,32.8,62.7,4.6,2,2.96,4.1,8.611,9,7.4,7,4,4,2.7,,1.9,1.3,,.755,.726,3,26.2,104.9,104.9,104.4,6.5,8.5,4.4,77.9,88.4566,85.1,45.3,45.3,,.504,52,132,77.65,3.3,,10.5,,49,26.005,,1,0,.792,20,26,20,81.7,62.8,10,20,66.4,10,85,40.2,96.7,.351,15402,3,,,,,1951,,0,,3130,5.1,,3,0,,,,,,16.5,1964,0,0,130,.19,.292,.481,.629,.451,.738,3,1,.076,.057,7.73,6.974,31.723,22.146,0,0,0,1,0,0,0,1,1,0,1,,0,36.524,9.2,2.33,3.69,5.59,61,6.1,5.5,8.7,5.7,4.58,2.608,.199,.42,5,4,0,0,.372,1,0,,.327,2,1,1,45.31,,108.258,4.57e+07,37.86,15,1,0,.7379,6.32,27.8,3.199,2.674,.299,7000,0,,,7.994,10.892,-501692,12.4,25561,3322,,19.2,,3.732564,1.781,3.201,5.466,1.918,5.754,10,0,,157,3.328,42,99,1.7,,2.6,63.8,33.6,3,2.7,6597960,2.064,30,,,4.20729,3.698622,5559289,6.3,,,93.2,14802,101.9,,0,88.4,71,,654,78,,,,64,,32.5291,29.83812,1,89,88,1,1,1,3,3,4,1,1,1,1,1,,,,2,1,1,2,1,3,1,1,1,,1,2,84,1,,1,,1,,2,4,2,3,2,1,2,4,3,89
440,38,7.54,80.48,70.48,114,314,99.6,6333,13.8,69.7,16.5,-.4,1.25,1.8,0,0,7.933,8,5.333,5,4.7,4.7,4.5,1.5,.8,.783,.775,-2,39.8,105.3,105.3,104.3,3.3,2.9,3.7,67,68.93341,66.56,53.7,53.7,.551,.359,33,134,75.34,36.7,48.126,63,10,9,60.993,2,6,12,.322,82,46,80,84.6,63.5,75,58.5,70.8,55,87.5,70.3,63.2,.398,18824,3,31.9,1,36,35.8,1990,10,1,,703,54.4,,435,3.1,46.15,66.49,22,17.7,24.5,24.5,1921,1,100,18,.784,.845,.936,.908,.591,.899,0,0,.322,.414,10.97,11.064,0,0,1,1,2,2,2,1,1,2,2,1,0,1,0,80.887,4.2,2.15,5.83,9.71,75,4.8,4,2.7,2.9,10,6.305,.147,.223,1,1,1,1,.569,1,1,8.247,.676,,0,0,67.04,9,0,99600,18.24,57,,,.8371,0,6.8,1.043,1.636,1.422,21950,1.176,4.19,168.657,2.64,4.16,-169529,4,916,220,11.8,11.8,.1,4.408317,5.824,3.709,5.512,3.951,5.596,15,1,147.84,37,1.732,,235,6.7,0,4.3,27.6,68.2,.9,2.5,3535547,-.276,17.9,1.73,2,15.71279,14.1846,3454000,3.4,4,1.04,47.3,14098,59.6,.804,0,99.7,100,108,635,64,5.8,5.8,78,33,88.6,17.6549,16.11683,4,90,91,4,4,1,3,2,7,1,4,2,2,2,,2,2,1,2,3,1,1,1,1,1,1,3,1,1,85,1,2,1,1,,2,1,1,,3,1,2,2,3,6,90
442,11,8.88,83.08,76.36,56,101,100,0,18.2,66.9,14.9,1.4,1.77,1.7,0,0,7.933,8,0,0,3.7,,6.5,,1.7,.852,.856,-6,39.3,106.5,106.5,104.4,.5,.6,.4,85.2,92.499,82.68,51.2,49.3,.746,.318,24,135,79.61,16.2,,100,,,96.927,2,7,12,.53,75.1,83,80,65.9,58.5,95,40.4,78.9,90,87.5,75.4,38.3,4.735,78599,3,30.8,1,31,26,1839,,1,39.5,280,79.2,,3527,3.2,56.5,60.52,23.3,20,21.7,21.7,1919,1,100,,,,,,,,0,0,.644,.091,10.598,11.907,5.094,4.62,1,2,2,2,2,2,2,3,3,2,0,1,2,78.73,24.5,12.65,15.82,9.71,177,1.8,2.4,1.3,1.7,10,8.285,.035,.106,,1,1,,.944,0,0,9.766,.929,2,,,,,.026,0,6.68,80,,,.8901,,,,,.581,1510,.6,6.1,20.147,.473,34.171,48704,1.6,2873,1,8.8,5.9,.3,5.086841,6.158,5.663,6.512,4.398,7.131,15,1,419.47,,,,115,.8,,.4,13.6,86,2.1,1.7,503302,1.145,5.5,1.16,2,13.79791,14.92056,448000,.5,,.98,53.7,109903,38.6,.692,0,,100,255,419,87,7.7,7.8,,92,78.1,18.9491,18.81388,4,91,92,2,4,1,4,2,3,,2,2,2,2,1,2,2,1,1,3,1,1,1,1,1,1,,1,1,86,2,,2,,2,2,1,1,,3,1,2,3,8,6,91
807,72,6.25,77.87,72.61,80,151,96.1,0,18.5,70,11.6,.6,1.58,2.1,0,0,3.733,4,5.667,6,3.5,,4.7,1.8,.2,.701,.678,1,36,107.9,107.9,106,2,2,1.9,59.3,59.5634,69.58,37.1,37.1,.489,,,136,75.14,34.2,12.33,63,9,9,37.352,,5,8,,65.2,36,60,89.3,65.9,60,83.1,79,35,83.3,65.7,20.5,.186,10041,2,28.2,1,39,42.8,1991,9,0,,1596,41.5,21.7,199,4.3,,63.53,,28.3,,,1946,1,100,109,.291,.525,.466,.586,.493,.46,0,0,.502,.59,,,,,1,2,2,2,0,1,1,2,2,1,0,1,2,48.644,5.3,2.06,3.26,7.94,53,5.9,5.8,4.2,5,8.08,5.542,.168,.198,2,2,1,,,1,1,4.39,.454,,0,0,,5,0,0,34.27,44,,,.7445,1.38,7.9,1.833,1.791,.846,8000,3.39,3.7,,1.175,6.289,-4999,5.8,982,1633,28.1,29,0,4.13577,5.056,3.174,4.567,3.661,5.186,14,1,113.04,102,2.133,,156,1.4,0,8.7,22.1,69.2,1.6,4,2077328,.248,31.7,,,11.24196,10.6559,2049000,2,28.7,1.05,9.5,4664,19.1,.527,0,97,100,89,737,82,4.7,,71,34,47.8,21.50095,19.12508,4,92,98,4,4,3,3,5,7,1,4,2,2,2,3,,,2,,,3,2,3,1,3,1,3,2,1,87,1,2,2,2,2,1,2,1,,3,1,2,2,3,4,148
